,adminRights,constrainedDelegation,controllables,controllers,dcomRights,gpos,groupMembership,admincount,description,distinguishedname,doesanyacegrantownerrights,doesanyinheritedacegrantownerrights,domain,domainsid,dontreqpreauth,enabled,encryptedtextpwdallowed,hasspn,isaclprotected,lastlogon,lastlogontimestamp,lastseen,lockedout,logonscriptenabled,name,objectid,passwordcantchange,passwordexpired,passwordnotreqd,pwdlastset,pwdneverexpires,samaccountname,sensitive,serviceprincipalnames,sidhistory,smartcardrequired,system_tags,trustedtoauth,unconstraineddelegation,usedeskeyonly,useraccountcontrol,whencreated,psRemoteRights,rdpRights,sessions,sqlAdmin,admin_tier_0,path_da_nnodes,path_da_nedges,path_da_nodes,path_da_edges,path_da_nodes_oidlist,supportedencryptiontypes,displayname,objectID,error,controllables_norm,controllers_norm,path_da_nedges_norm,sessions_norm,n_in_path_da,n_in_path_da_norm,control_risk,control_risk_norm,control_risk_norm_100,control_risk_100
1434,0.0,0.0,571.0,209.0,0.0,1.0,23.0,False,Created with secframe.com/badblood.,"CN=TAD_SPARKS,OU=SERVICEACCOUNTS,OU=AZR,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,TAD_SPARKS@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2534,False,False,False,1742158967.0,False,TAD_SPARKS,False,[],[],False,,False,False,False,512.0,1742158967.0,0.0,0.0,0.0,0.0,False,13.0,26.0,"                                   label       kind  \
id                                                    
0             ADMINISTRATORS@MYLAB.LOCAL      Group   
1002                   USERS@MYLAB.LOCAL  Container   
1019             LOUIS_TYLER@MYLAB.LOCAL       User   
1023            ANDREA_TYLER@MYLAB.LOCAL       User   
128            DOMAIN ADMINS@MYLAB.LOCAL      Group   
1879              TAD_SPARKS@MYLAB.LOCAL       User   
477            JENNA_HARDING@MYLAB.LOCAL       User   
869         DA-EST-DISTLIST1@MYLAB.LOCAL      Group   
870         DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
871   MA-VACACIONE-DISTLIST1@MYLAB.LOCAL      Group   
872         RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   
877         TA-24D-DISTLIST1@MYLAB.LOCAL      Group   
889         PA-COM-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
0                          MYLAB.LOCAL-S-1-5-32-544        True   
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
1023  S-1-5-21-1333368235-828418111-1849936505-2378        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
1879  S-1-5-21-1333368235-828418111-1849936505-2534       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
869   S-1-5-21-1333368235-828418111-1849936505-3782       False   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
871   S-1-5-21-1333368235-828418111-1849936505-3890       False   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   
877   S-1-5-21-1333368235-828418111-1849936505-4033       False   
889   S-1-5-21-1333368235-828418111-1849936505-3962       False   

      isOwnedObject                        lastSeen  
id                                                   
0             False        2025-03-16T21:35:40.441Z  
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
1023          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
1879          False        2025-03-16T21:35:40.117Z  
477           False  2025-03-16T21:35:31.048103438Z  
869           False        2025-03-16T21:35:39.799Z  
870           False        2025-03-16T21:35:39.799Z  
871           False        2025-03-16T21:35:39.799Z  
872           False        2025-03-16T21:35:39.799Z  
877           False        2025-03-16T21:35:40.428Z  
889           False        2025-03-16T21:35:39.799Z  ","   source target         label          kind                        lastSeen
0    1879    889      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
1     889    870    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
2     870    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
3     477    128      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
4     870   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
5    1019    128      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
6     889    871    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
7     871   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
8     889    869    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
9     869    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
10    871   1002    GenericAll    GenericAll  2025-03-16T21:35:38.232994191Z
11   1002    128      Contains      Contains   2025-03-16T21:35:36.88777499Z
12    889   1023    GenericAll    GenericAll  2025-03-16T21:35:34.829357333Z
13   1023      0      MemberOf      MemberOf  2025-03-16T21:35:38.201365484Z
14      0    128  GenericWrite  GenericWrite   2025-03-16T21:35:36.88777499Z
15    869   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
16    889    877    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
17    877   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
18    889    872    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
19    872   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
20    870   1002    GenericAll    GenericAll  2025-03-16T21:35:38.232994191Z
21    872   1002    GenericAll    GenericAll  2025-03-16T21:35:38.232994191Z
22    872    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
23    871    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
24      0    128     WriteDacl     WriteDacl   2025-03-16T21:35:36.88777499Z
25      0    128    WriteOwner    WriteOwner   2025-03-16T21:35:36.88777499Z","['MYLAB.LOCAL-S-1-5-32-544' '643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-2378'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-2534'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3782'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3890'
 'S-1-5-21-1333368235-828418111-1849936505-3635'
 'S-1-5-21-1333368235-828418111-1849936505-4033'
 'S-1-5-21-1333368235-828418111-1849936505-3962']",,TAD_SPARKS,,,0.15985442329227323,0.47306791569086654,0.52,1.0,1.0,0.001402524544179523,807.0,2.1543248635273193,0.07259160097706147,0.08856627984310489
1435,0.0,0.0,0.0,208.0,0.0,1.0,5.0,False,Created with secframe.com/badblood.,"CN=HEATH_FINCH,OU=TIER 1,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:34.828284598Z,False,False,HEATH_FINCH@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2535,False,False,False,1742158967.0,False,HEATH_FINCH,False,[],[],False,,False,False,False,512.0,1742158967.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,HEATH_FINCH,,,0.0,0.4707259953161593,0.0,1.0,0.0,0.0,208.0,1.4707259953161593,0.049557221571392,0.022827492202435958
1436,0.0,0.0,0.0,211.0,0.0,1.0,7.0,False,Created with secframe.com/badblood.,"CN=CARLOS_DANIEL,OU=DEVICES,OU=GOO,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,CARLOS_DANIEL@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2536,False,False,False,1742158967.0,False,CARLOS_DANIEL,False,[],[],False,,False,False,False,512.0,1742158967.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,CARLOS_DANIEL,,,0.0,0.477751756440281,0.0,1.0,0.0,0.0,211.0,1.4777517564402811,0.049793959891000564,0.02315673487843263
1437,0.0,0.0,0.0,241.0,0.0,1.0,9.0,False,Created with secframe.com/badblood.,"CN=LON_MERRITT,OU=SEC,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:34.828284598Z,False,False,LON_MERRITT@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2537,False,False,False,1742158967.0,False,LON_MERRITT,False,[],[],False,,False,False,False,512.0,1742158967.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,LON_MERRITT,,,0.0,0.5480093676814989,0.0,1.0,0.0,0.0,241.0,1.548009367681499,0.05216134308708618,0.026449161638399353
1438,0.0,0.0,0.0,227.0,0.0,1.0,15.0,False,Created with secframe.com/badblood.,"CN=DELBERT_GOFF,OU=SERVICEACCOUNTS,OU=SEC,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,DELBERT_GOFF@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2538,False,False,False,1742158967.0,False,DELBERT_GOFF,False,[],[],False,,False,False,False,512.0,1742158967.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,DELBERT_GOFF,,,0.0,0.5152224824355972,0.0,1.0,0.0,0.0,227.0,1.5152224824355973,0.05105656426224622,0.02491269581708155
1439,0.0,0.0,153.0,239.0,0.0,1.0,12.0,False,Created with secframe.com/badblood.,"CN=YOUNG_VINCENT,OU=DEVICES,OU=AWS,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:34.828284598Z,False,False,YOUNG_VINCENT@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2539,False,False,False,1742158968.0,False,YOUNG_VINCENT,False,[],[],False,,False,False,False,512.0,1742158968.0,0.0,0.0,0.0,0.0,False,7.0,8.0,"                             label       kind  \
id                                              
1002             USERS@MYLAB.LOCAL  Container   
1019       LOUIS_TYLER@MYLAB.LOCAL       User   
128      DOMAIN ADMINS@MYLAB.LOCAL      Group   
1884     YOUNG_VINCENT@MYLAB.LOCAL       User   
477      JENNA_HARDING@MYLAB.LOCAL       User   
870   DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
873   JE-SIE-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
1884  S-1-5-21-1333368235-828418111-1849936505-2539       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
873   S-1-5-21-1333368235-828418111-1849936505-3769       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
1884          False  2025-03-16T21:35:34.828284598Z  
477           False  2025-03-16T21:35:31.048103438Z  
870           False        2025-03-16T21:35:39.799Z  
873           False        2025-03-16T21:35:39.799Z  ","  source target       label        kind                        lastSeen
0   1884    873    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1    873    870  GenericAll  GenericAll   2025-03-16T21:35:36.88777499Z
2    870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
3   1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
4    870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
5   1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
6    870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
7    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-2539'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3769']",,YOUNG_VINCENT,,,0.04283314669652855,0.5433255269320844,0.16,1.0,1.0,0.001402524544179523,401.0,1.7475611981727925,0.05888539250902355,0.04400877102488855
1440,0.0,0.0,0.0,210.0,0.0,1.0,25.0,False,Created with secframe.com/badblood.,"CN=KARL_DAVID,OU=DEVICES,OU=SEC,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,KARL_DAVID@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2540,False,False,False,1742158968.0,False,KARL_DAVID,False,[],[],False,,False,False,False,512.0,1742158968.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,KARL_DAVID,,,0.0,0.47540983606557374,0.0,1.0,0.0,0.0,210.0,1.4754098360655736,0.04971504711779771,0.023046987319767072
1441,0.0,0.0,0.0,208.0,0.0,1.0,17.0,False,Created with secframe.com/badblood.,"CN=MAI_BASS,OU=HRE,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,MAI_BASS@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2541,False,False,False,1742158968.0,False,MAI_BASS,False,[],[],False,,False,False,False,512.0,1742158968.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,MAI_BASS,,,0.0,0.4707259953161593,0.0,1.0,0.0,0.0,208.0,1.4707259953161593,0.049557221571392,0.022827492202435958
1443,0.0,0.0,38.0,208.0,0.0,1.0,13.0,False,Created with secframe.com/badblood.,"CN=SANFORD_ALFORD,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,SANFORD_ALFORD@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2543,False,False,False,1742158968.0,False,SANFORD_ALFORD,False,[],[],False,,False,False,False,512.0,1742158968.0,0.0,0.0,0.0,0.0,False,18.0,32.0,"                                   label       kind  \
id                                                    
0             ADMINISTRATORS@MYLAB.LOCAL      Group   
1002                   USERS@MYLAB.LOCAL  Container   
1019             LOUIS_TYLER@MYLAB.LOCAL       User   
1023            ANDREA_TYLER@MYLAB.LOCAL       User   
128            DOMAIN ADMINS@MYLAB.LOCAL      Group   
1888          SANFORD_ALFORD@MYLAB.LOCAL       User   
2648               DANE_GRAY@MYLAB.LOCAL       User   
3072        MA-CAL-DISTLIST1@MYLAB.LOCAL      Group   
3272  JO-PIPOMORRI-DISTLIST1@MYLAB.LOCAL      Group   
477            JENNA_HARDING@MYLAB.LOCAL       User   
869         DA-EST-DISTLIST1@MYLAB.LOCAL      Group   
870         DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
871   MA-VACACIONE-DISTLIST1@MYLAB.LOCAL      Group   
872         RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   
873         JE-SIE-DISTLIST1@MYLAB.LOCAL      Group   
877         TA-24D-DISTLIST1@MYLAB.LOCAL      Group   
889         PA-COM-DISTLIST1@MYLAB.LOCAL      Group   
897         AN-27O-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
0                          MYLAB.LOCAL-S-1-5-32-544        True   
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
1023  S-1-5-21-1333368235-828418111-1849936505-2378        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
1888  S-1-5-21-1333368235-828418111-1849936505-2543       False   
2648  S-1-5-21-1333368235-828418111-1849936505-3337       False   
3072  S-1-5-21-1333368235-828418111-1849936505-3838       False   
3272  S-1-5-21-1333368235-828418111-1849936505-4027       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
869   S-1-5-21-1333368235-828418111-1849936505-3782       False   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
871   S-1-5-21-1333368235-828418111-1849936505-3890       False   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   
873   S-1-5-21-1333368235-828418111-1849936505-3769       False   
877   S-1-5-21-1333368235-828418111-1849936505-4033       False   
889   S-1-5-21-1333368235-828418111-1849936505-3962       False   
897   S-1-5-21-1333368235-828418111-1849936505-4045       False   

      isOwnedObject                        lastSeen  
id                                                   
0             False        2025-03-16T21:35:40.441Z  
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
1023          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
1888          False        2025-03-16T21:35:40.117Z  
2648          False  2025-03-16T21:35:35.888256268Z  
3072          False        2025-03-16T21:35:40.097Z  
3272          False        2025-03-16T21:35:40.428Z  
477           False  2025-03-16T21:35:31.048103438Z  
869           False        2025-03-16T21:35:39.799Z  
870           False        2025-03-16T21:35:39.799Z  
871           False        2025-03-16T21:35:39.799Z  
872           False        2025-03-16T21:35:39.799Z  
873           False        2025-03-16T21:35:39.799Z  
877           False        2025-03-16T21:35:40.428Z  
889           False        2025-03-16T21:35:39.799Z  
897           False        2025-03-16T21:35:40.428Z  ","   source target         label          kind                        lastSeen
0    1888    897      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
1     897   2648    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
2    2648    873      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
3     873    870    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
4     870    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
5     477    128      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
6    1888   3072      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
7    3072   3272      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
8    3272    889    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
9     889    870    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
10    870   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
11   1019    128      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
12    889    877    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
13    877   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
14    889   1023    GenericAll    GenericAll  2025-03-16T21:35:34.829357333Z
15   1023      0      MemberOf      MemberOf  2025-03-16T21:35:38.201365484Z
16      0    128     WriteDacl     WriteDacl   2025-03-16T21:35:36.88777499Z
17    870   1002    GenericAll    GenericAll  2025-03-16T21:35:38.232994191Z
18   1002    128      Contains      Contains   2025-03-16T21:35:36.88777499Z
19    889    871    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
20    871   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
21      0    128  GenericWrite  GenericWrite   2025-03-16T21:35:36.88777499Z
22    871   1002    GenericAll    GenericAll  2025-03-16T21:35:38.232994191Z
23    889    872    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
24    872   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
25    871    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
26    872    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
27    872   1002    GenericAll    GenericAll  2025-03-16T21:35:38.232994191Z
28    889    869    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
29    869   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
30    869    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
31      0    128    WriteOwner    WriteOwner   2025-03-16T21:35:36.88777499Z","['MYLAB.LOCAL-S-1-5-32-544' '643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-2378'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-2543'
 'S-1-5-21-1333368235-828418111-1849936505-3337'
 'S-1-5-21-1333368235-828418111-1849936505-3838'
 'S-1-5-21-1333368235-828418111-1849936505-4027'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3782'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3890'
 'S-1-5-21-1333368235-828418111-1849936505-3635'
 'S-1-5-21-1333368235-828418111-1849936505-3769'
 'S-1-5-21-1333368235-828418111-1849936505-4033'
 'S-1-5-21-1333368235-828418111-1849936505-3962'
 'S-1-5-21-1333368235-828418111-1849936505-4045']",,SANFORD_ALFORD,,,0.010638297872340425,0.4707259953161593,0.64,1.0,1.0,0.001402524544179523,279.0,2.1227668177326793,0.07152822882427042,0.030619568867690537
1444,0.0,0.0,0.0,208.0,0.0,1.0,23.0,False,Created with secframe.com/badblood.,"CN=JANNIE_TODD,OU=SERVICEACCOUNTS,OU=TST,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,JANNIE_TODD@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2544,False,False,False,1742158969.0,False,JANNIE_TODD,False,[],[],False,,False,False,False,512.0,1742158969.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,JANNIE_TODD,,,0.0,0.4707259953161593,0.0,1.0,0.0,0.0,208.0,1.4707259953161593,0.049557221571392,0.022827492202435958
1445,0.0,0.0,0.0,265.0,0.0,1.0,15.0,False,Created with secframe.com/badblood.,"CN=BERTIE_SEARS,OU=AZR,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,BERTIE_SEARS@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2545,False,False,False,1742158969.0,False,BERTIE_SEARS,False,[],[],False,,False,False,False,512.0,1742158969.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,BERTIE_SEARS,,,0.0,0.6042154566744731,0.0,1.0,0.0,0.0,265.0,1.604215456674473,0.05405524964395466,0.02908310304637273
1446,0.0,0.0,0.0,209.0,0.0,1.0,16.0,False,Created with secframe.com/badblood.,"CN=FOREST_WOODS,OU=GROUPS,OU=TST,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:34.828284598Z,False,False,FOREST_WOODS@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2546,False,False,False,1742158969.0,False,FOREST_WOODS,False,[],[],False,,False,False,False,512.0,1742158969.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,FOREST_WOODS,,,0.0,0.47306791569086654,0.0,1.0,0.0,0.0,209.0,1.4730679156908666,0.049636134344594865,0.022937239761101513
1447,0.0,0.0,0.0,236.0,0.0,1.0,16.0,False,Created with secframe.com/badblood.,"CN=BRITTNEY_MCNEIL,OU=GROUPS,OU=HRE,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,BRITTNEY_MCNEIL@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2547,False,False,False,1742158969.0,False,BRITTNEY_MCNEIL,False,[],[],False,,False,False,False,512.0,1742158969.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,BRITTNEY_MCNEIL,,,0.0,0.5362997658079626,0.0,1.0,0.0,0.0,236.0,1.5362997658079625,0.051766779221071896,0.025900423845071567
1448,0.0,0.0,0.0,210.0,0.0,1.0,5.0,False,Created with secframe.com/badblood.,"CN=RILEY_JEFFERSON,OU=TEST,OU=FSR,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:34.828284598Z,False,False,RILEY_JEFFERSON@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2548,False,False,False,1742158970.0,False,RILEY_JEFFERSON,False,[],[],False,,False,False,False,512.0,1742158970.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,RILEY_JEFFERSON,,,0.0,0.47540983606557374,0.0,1.0,0.0,0.0,210.0,1.4754098360655736,0.04971504711779771,0.023046987319767072
1449,0.0,0.0,0.0,209.0,0.0,1.0,6.0,False,Created with secframe.com/badblood.,"CN=BEVERLEY_LINDSEY,OU=T1-ROLES,OU=TIER 1,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:40.117Z,False,False,BEVERLEY_LINDSEY@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2549,False,False,False,1742158970.0,False,BEVERLEY_LINDSEY,False,[],[],False,admin_tier_0,False,False,False,512.0,1742158970.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0,0,[],,BEVERLEY_LINDSEY,,,0.0,0.47306791569086654,0.0,1.0,0.0,0.0,209.0,1.4730679156908666,0.049636134344594865,0.022937239761101513
1451,0.0,0.0,0.0,208.0,0.0,1.0,5.0,False,Created with secframe.com/badblood.,"CN=ERIC_WISE,OU=SEC,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,True,False,False,False,0.0,-1.0,2025-03-16T21:35:34.828284598Z,False,False,ERIC_WISE@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-2551,False,False,False,1742158970.0,False,ERIC_WISE,False,[],[],False,,False,False,False,512.0,1742158970.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],,ERIC_WISE,,,0.0,0.4707259953161593,0.0,1.0,0.0,0.0,208.0,1.4707259953161593,0.049557221571392,0.022827492202435958
